"","year","month","week","yday","date","depth","dist","latdd","londd","numPkm2","Lon.km","Lat.km","year_f","scale_depth","scale_dist2shore","rownum"
"41",1998,"June",25,176,1998-06-25,85.9536,9.26,45.44916534,-124.0944138,0,414.420116665234,5033.43143887032,"1998",-0.241484831836301,-1.06575925182634,41
"42",1999,"June",24,167,1999-06-16,58.5216,11.112,47.88114929,-124.7934494,9.348922658,365.911921054464,5304.64747848594,"1999",-0.473966258210558,-0.957448455079447,42
"43",1999,"June",24,167,1999-06-16,45.72,7.408,47.88196564,-124.7453842,8.995143869,369.507476874032,5304.65586364199,"1999",-0.582457590518544,-1.17407004857324,43
"44",1999,"June",24,167,1999-06-16,85.9536,16.668,47.89408112,-124.8815689,6.524842703,359.358880653469,5306.24146661707,"1999",-0.241484831836301,-0.632516064838758,44
"45",1999,"June",24,167,1999-06-16,109.728,22.224,47.89509201,-124.9604034,0.781781815,353.469337734639,5306.50043860491,"1999",-0.0400009289786122,-0.307583674598069,45
"46",1999,"June",24,167,1999-06-16,137.16,31.484,47.88780212,-125.0813446,0,344.408110903203,5305.92690873593,"1999",0.192480497395644,0.233970309136413,46
"47",1999,"June",24,167,1999-06-16,190.1952,40.744,47.90696716,-125.1935272,0,336.082775997553,5308.28901016851,"1999",0.641944588385874,0.775524292870895,47
"48",1999,"June",24,167,1999-06-16,497.4336,50.004,47.88840866,-125.3100586,0.303311438,327.313384360843,5306.48059406103,"1999",3.24573656377755,1.31707827660538,48
"49",1999,"June",24,168,1999-06-17,87.7824,16.668,47.87490082,-124.8813171,6.08158315,359.325761889618,5304.10935462313,"1999",-0.225986070078017,-0.632516064838758,49
"50",1999,"June",24,168,1999-06-17,107.8992,22.224,47.91534042,-124.9611893,14.20114354,353.467777811428,5308.75228786885,"1999",-0.055499690736896,-0.307583674598069,50
"51",1999,"June",24,168,1999-06-17,153.6192,48.152,47.02323914,-124.812439,1.431524325,362.26962928201,5209.34064843268,"1999",0.331969353220198,1.20876747985848,51
"52",1999,"June",24,168,1999-06-17,731.52,66.672,47.01857758,-125.0378876,0,345.124389898735,5209.24395835767,"1999",5.22957806883787,2.29187544732744,52
"53",1999,"June",24,168,1999-06-17,175.5648,57.412,46.99655151,-124.9220047,0.34137495,353.870957762455,5206.57364517523,"1999",0.517954494319603,1.75032146359296,53
"54",1999,"June",24,169,1999-06-18,115.2144,38.892,47.01192474,-124.6955109,0.769028195,371.127784746867,5207.88428477905,"1999",0.00649535629623912,0.667213496123999,54
"55",1999,"June",24,169,1999-06-18,78.6384,29.632,46.98917389,-124.5496674,1.130533762,382.162825457681,5205.12643285075,"1999",-0.303479878869436,0.125659512389517,55
"56",1999,"June",24,169,1999-06-18,58.5216,18.52,46.99214935,-124.4220581,0.356784258,391.872135267469,5205.27303213602,"1999",-0.473966258210558,-0.524205268091862,56
"57",1999,"June",24,169,1999-06-18,38.4048,11.112,46.98901367,-124.3217773,0.369659323,399.491129257404,5204.79104777898,"1999",-0.644452637551679,-0.957448455079447,57
"58",1999,"June",24,169,1999-06-18,23.7744,9.26,46.65878296,-124.172142,0,410.32185175867,5167.91421639232,"1999",-0.768442731617949,-1.06575925182634,58
"59",1999,"June",24,169,1999-06-18,60.3504,16.668,46.67200851,-124.2825775,0.69598058,401.896669652869,5169.51546889464,"1999",-0.458467496452274,-0.632516064838758,59
"60",1999,"June",24,170,1999-06-19,74.9808,18.52,46.18265915,-124.2212677,0.613244746,405.746358669828,5115.06736456533,"1999",-0.334477402386004,-0.524205268091862,60
"61",1999,"June",24,170,1999-06-19,47.5488,12.964,46.16628265,-124.1425171,0,411.797871299806,5113.15730780539,"1999",-0.56695882876026,-0.849137658332551,61
"62",1999,"June",24,170,1999-06-19,27.432,7.408,46.17525482,-124.0749741,0,417.025649258852,5114.0814046576,"1999",-0.737445208101382,-1.17407004857324,62
"63",1999,"June",24,170,1999-06-19,113.3856,27.78,46.14149094,-124.3424377,0,396.317582516313,5110.6441982603,"1999",-0.00900340546204466,0.0173487156426204,63
"64",1999,"June",24,170,1999-06-19,131.6736,37.04,46.17041016,-124.4462433,0,388.358787134704,5113.99808111388,"1999",0.145984212120793,0.558902699377102,64
"65",1999,"June",24,170,1999-06-19,149.9616,46.3,46.14009094,-124.5447006,0,380.693033222939,5110.77250317675,"1999",0.300971829703631,1.10045668311158,65
