"","date_ch","Station.Code","latdd","londd","depth_m","numPkm2","date","week","yday","yday2","year","month","btm_depth","depth","Lon.km","Lat.km","year_f","scale_depth","rownum"
"14","6/19/1998","061998WB09",46.61133194,-124.2601624,54.864,0,1998-06-19,24,170,28900,1998,6,NA,54.864,403.503332337452,5162.74553778883,"1998",-0.504950671379651,14
"15","6/19/1998","061998WB05",46.64216614,-124.1722488,27.432,0,1998-06-19,24,170,28900,1998,6,NA,27.432,410.28620606968,5166.06790604834,"1998",-0.73743311810899,15
"16","6/20/1998","062098CR20",46.14216614,-124.4519196,131.6736,0,1998-06-20,24,171,29241,1998,6,NA,131.6736,387.863247886466,5110.86792610231,"1998",0.146000179462497,16
"17","6/20/1998","062098CR25",46.1499176,-124.5513306,146.304,0,1998-06-20,24,171,29241,1998,6,NA,146.304,380.202283566005,5111.87430294869,"1998",0.269990817718145,17
"18","6/20/1998","062098CR07",46.14116669,-124.1539154,58.5216,0,1998-06-20,24,171,29241,1998,6,NA,58.5216,410.877390792456,5110.37942115444,"1998",-0.47395301181574,18
"19","6/21/1998","062198CF03",45.70041656,-124.0242462,54.864,0,1998-06-21,25,172,29584,1998,6,NA,54.864,420.263407606851,5061.27270169242,"1998",-0.504950671379651,19
"20","6/21/1998","062198CF07",45.68108368,-124.0751648,74.9808,0,1998-06-21,25,172,29584,1998,6,NA,74.9808,416.270608232816,5059.17679333554,"1998",-0.334463543778136,20
"21","6/21/1998","062198CF10",45.70833588,-124.1745834,113.3856,0,1998-06-21,25,172,29584,1998,6,NA,113.3856,408.572746579483,5062.31328873229,"1998",-0.00898811835706185,21
"22","6/21/1998","062198CF15",45.70608521,-124.3005829,148.1328,0,1998-06-21,25,172,29584,1998,6,NA,148.1328,398.761168013705,5062.21489682632,"1998",0.285489647500101,22
"23","6/21/1998","062198CF25",45.70500183,-124.5214996,192.024,0,1998-06-21,25,172,29584,1998,6,NA,192.024,381.562563022884,5062.39772171008,"1998",0.657461562267043,23
"24","6/21/1998","062198CM03",45.46075058,-124.0380859,62.1792,0,1998-06-21,25,172,29584,1998,6,NA,62.1792,418.84140425142,5034.66009195221,"1998",-0.442955352251828,24
"25","6/22/1998","062298CH01",45.02066803,-124.0384979,25.6032,0,1998-06-22,25,173,29929,1998,6,NA,25.6032,418.179907544847,4985.77090039758,"1998",-0.752931947890946,25
"26","6/22/1998","062298CH02",45.00541687,-124.0766678,54.864,0,1998-06-22,25,173,29929,1998,6,NA,54.864,415.15009715478,4984.11595537984,"1998",-0.504950671379651,26
"27","6/22/1998","062298CH05",45.01283264,-124.1265869,91.44,0,1998-06-22,25,173,29929,1998,6,NA,91.44,411.227535291774,4984.99325182692,"1998",-0.194974075740533,27
"28","6/22/1998","062298CH10",45.00125122,-124.2414169,151.7904,0,1998-06-22,25,173,29929,1998,6,NA,151.7904,402.159476629736,4983.83896537873,"1998",0.316487307064013,28
"29","6/22/1998","062298CH15",44.99750137,-124.3491669,192.024,0,1998-06-22,25,173,29929,1998,6,NA,192.024,393.660372826325,4983.55818340891,"1998",0.657461562267043,29
"30","6/22/1998","062298CH20",45.00941467,-124.4504166,329.184,0,1998-06-22,25,173,29929,1998,6,NA,329.184,385.703692839496,4985.01948648054,"1998",1.81987379591374,30
"31","6/23/1998","062398NH05",44.63041687,-124.1722565,56.6928,0,1998-06-23,25,174,30276,1998,6,NA,56.6928,407.016134940423,4942.56403664362,"1998",-0.489451841597696,31
"32","6/23/1998","062398NH10A",44.64041901,-124.2884216,80.4672,0,1998-06-23,25,174,30276,1998,6,NA,80.4672,397.819406948137,4943.81410657309,"1998",-0.287967054432268,32
"33","6/23/1998","062398NH10B",44.64266586,-124.2982483,82.296,0,1998-06-23,25,174,30276,1998,6,NA,82.296,397.044055365816,4944.07605130323,"1998",-0.272468224650313,33
"34","6/23/1998","062398NH15",44.63608551,-124.4055786,98.7552,0,1998-06-23,25,174,30276,1998,6,NA,98.7552,388.519736120999,4943.4862521049,"1998",-0.132978756612709,34
"35","6/24/1998","062498CP03",44.21900177,-124.2051697,53.0352,0,1998-06-24,25,175,30625,1998,6,NA,53.0352,403.732507310052,4896.90349429127,"1998",-0.520449501161607,35
"36","6/24/1998","062498CP02",44.2448349,-124.1560822,43.8912,0,1998-06-24,25,175,30625,1998,6,NA,43.8912,407.693964903371,4899.71650082579,"1998",-0.597943650071387,36
"37","6/24/1998","062498CP10",44.21316528,-124.3315887,85.9536,0,1998-06-24,25,175,30625,1998,6,NA,85.9536,393.623752369004,4896.41114778072,"1998",-0.241470565086401,37
"38","6/24/1998","062498CP15",44.21683502,-124.4531708,100.584,0,1998-06-24,25,175,30625,1998,6,NA,100.584,383.918110549691,4896.98338588219,"1998",-0.117479926830753,38
"39","6/24/1998","062498CP20",44.20883179,-124.5619202,106.0704,0,1998-06-24,25,175,30625,1998,6,NA,106.0704,375.214050786279,4896.25388040723,"1998",-0.0709834374848855,39
"40","6/24/1998","062498CP25",44.22008514,-124.6990814,106.0704,0,1998-06-24,25,175,30625,1998,6,NA,106.0704,364.281644619042,4897.72132992635,"1998",-0.0709834374848855,40
"41","6/25/1998","062598CM05",45.44916534,-124.0944138,85.9536,0,1998-06-25,25,176,30976,1998,6,NA,85.9536,414.420116665234,5033.43143887032,"1998",-0.241470565086401,41
"42","5/18/1999","051899LP04",47.90299988,-124.7425842,32.9184,0,1999-05-18,20,138,19044,1999,5,NA,32.9184,369.769574411592,5306.98885248197,"1999",-0.690936628763123,42
"43","5/18/1999","051899LP06D",47.8932724,-124.7872238,54.864,0,1999-05-18,20,138,19044,1999,5,NA,54.864,366.408553199145,5305.98402846212,"1999",-0.504950671379651,43
"44","5/18/1999","051899LP09A",47.89208984,-124.8781357,82.296,0,1999-05-18,20,138,19044,1999,5,NA,82.296,359.610108034874,5306.01391151767,"1999",-0.272468224650313,44
"45","5/18/1999","051899LP12",47.90926361,-124.952179,107.8992,0,1999-05-18,20,138,19044,1999,5,NA,107.8992,354.123881634796,5308.05985679459,"1999",-0.0554846077029297,45
"46","5/18/1999","051899LP17",47.8917923,-125.0857697,142.6464,0,1999-05-18,20,138,19044,1999,5,NA,142.6464,344.089306362967,5306.37929028945,"1999",0.238993158154233,46
"47","5/18/1999","051899LP09B",47.89684296,-124.8733673,82.296,0,1999-05-18,20,138,19044,1999,5,NA,82.296,359.979350170367,5306.53350328471,"1999",-0.272468224650313,47
"48","5/18/1999","051899LP06N",47.90984344,-124.799469,51.2064,0,1999-05-18,20,138,19044,1999,5,NA,51.2064,365.536210482251,5307.84696893578,"1999",-0.535948330943563,48
"49","5/19/1999","051999GH16N",46.97286606,-124.5592499,84.1248,0,1999-05-19,20,139,19321,1999,5,NA,84.1248,381.398115747223,5203.32871312336,"1999",-0.256969394868357,49
"50","5/19/1999","051999GH26",46.98717499,-124.8141785,159.1056,0,1999-05-19,20,139,19321,1999,5,NA,159.1056,362.044602473713,5205.33616641675,"1999",0.378482626191836,50
"51","5/19/1999","051999GH21",46.97994995,-124.6902618,113.3856,0.937162038,1999-05-19,20,139,19321,1999,5,NA,113.3856,371.450072238383,5204.32252521155,"1999",-0.00898811835706185,51
"52","5/19/1999","051999GH16",46.98016739,-124.555954,82.296,2.637644755,1999-05-19,20,139,19321,1999,5,NA,82.296,381.664921005815,5204.13507652707,"1999",-0.272468224650313,52
"53","5/19/1999","051999GH10B",47.00365829,-124.4329681,56.6928,0,1999-05-19,20,139,19321,1999,5,NA,56.6928,391.065989323661,5206.56706782724,"1999",-0.489451841597696,53
"54","5/19/1999","051999GH05",46.99532318,-124.3097763,40.2336,0,1999-05-19,20,139,19321,1999,5,NA,40.2336,400.415405505907,5205.47686073953,"1999",-0.628941309635299,54
"55","5/19/1999","051999GH10N",46.98777771,-124.4320374,58.5216,0,1999-05-19,20,139,19321,1999,5,NA,58.5216,391.104477803499,5204.80106150907,"1999",-0.47395301181574,55
"56","5/20/1999","052099CR04",46.1515274,-124.076149,29.2608,0,1999-05-20,20,140,19600,1999,5,NA,29.2608,416.899240907663,5111.44629642104,"1999",-0.721934288327034,56
"57","5/20/1999","052099CR07",46.14953232,-124.1658173,67.6656,9.192024743,1999-05-20,20,140,19600,1999,5,NA,67.6656,409.971792754194,5111.32233589224,"1999",-0.39645886290596,57
"58","5/20/1999","052099CR10",46.14794922,-124.2215271,78.6384,2.594126229,1999-05-20,20,140,19600,1999,5,NA,78.6384,405.667020555938,5111.21108363073,"1999",-0.303465884214224,58
"59","5/20/1999","052099CR15",46.14818192,-124.3477249,113.3856,1.815449201,1999-05-20,20,140,19600,1999,5,NA,113.3856,395.92184360996,5111.39453666402,"1999",-0.00898811835706185,59
"60","5/20/1999","052099CR20",46.14833069,-124.4509735,133.5024,4.056560035,1999-05-20,20,140,19600,1999,5,NA,133.5024,387.948828289604,5111.55152388988,"1999",0.161499009244453,60
"61","5/20/1999","052099CR25",46.15292358,-124.554718,148.1328,10.25502624,1999-05-20,20,140,19600,1999,5,NA,148.1328,379.947239806742,5112.21340649064,"1999",0.285489647500101,61
"62","5/20/1999","052099CR30",46.14703369,-124.6833267,438.912,12.66000115,1999-05-20,20,140,19600,1999,5,NA,438.912,370.002525821658,5111.7614269126,"1999",2.74980358283109,62
"63","5/21/1999","052199CR30N",46.13829041,-124.6872177,493.776,0,1999-05-21,20,141,19881,1999,5,NA,493.776,369.681407440686,5110.79635576891,"1999",3.21476847628977,63
"64","5/21/1999","052199CR40",46.15145111,-124.9228821,1024.128,3.343588174,1999-05-21,20,141,19881,1999,5,NA,1024.128,351.514630036106,5112.67220352715,"1999",7.70942911305699,64
"65","5/21/1999","052199CR50",46.14464951,-125.1665039,848.5632,0,1999-05-21,20,141,19881,1999,5,NA,848.5632,332.681816097078,5112.4008631468,"1999",6.22154145398922,65
"66","5/22/1999","052299CM01",45.46369171,-124.006546,29.2608,0,1999-05-22,20,142,20164,1999,5,NA,29.2608,421.311313427099,5034.95547692046,"1999",-0.721934288327034,66
"67","5/22/1999","052299CM03",45.45994186,-124.036293,62.1792,0,1999-05-22,20,142,20164,1999,5,NA,62.1792,418.980416367778,5034.56843755718,"1999",-0.442955352251828,67
"68","5/22/1999","052299CM05",45.45589066,-124.0898056,85.9536,0,1999-05-22,20,142,20164,1999,5,NA,85.9536,414.790592764076,5034.17369889172,"1999",-0.241470565086401,68
"69","5/22/1999","052299CM10",45.46371841,-124.2120056,137.16,0,1999-05-22,20,142,20164,1999,5,NA,137.16,405.249187440521,5035.18013393269,"1999",0.192496668808365,69
"70","5/22/1999","052299CM15",45.44554901,-124.3243332,179.2224,0,1999-05-22,20,142,20164,1999,5,NA,179.2224,396.434530642849,5033.3001577823,"1999",0.548969753793351,70
"71","5/22/1999","052299NH05",44.64043427,-124.1821136,60.3504,0,1999-05-22,20,142,20164,1999,5,NA,60.3504,406.250396403505,4943.68806201461,"1999",-0.458454182033784,71
"72","5/23/1999","052399NH05",44.66189957,-124.1746674,56.6928,0,1999-05-23,21,143,20449,1999,5,NA,56.6928,406.875291688042,4946.06391016943,"1999",-0.489451841597696,72
"73","5/23/1999","052399NH10",44.62991714,-124.2877579,76.8096,0,1999-05-23,21,143,20449,1999,5,NA,76.8096,397.853618657438,4942.64672092926,"1999",-0.31896471399618,73
"74","5/23/1999","052399NH15",44.61734009,-124.4050674,51.2064,0,1999-05-23,21,143,20449,1999,5,NA,51.2064,388.524402575727,4941.40330222782,"1999",-0.535948330943563,74
"75","5/23/1999","052399NH20",44.63223267,-124.5158539,133.5024,0,1999-05-23,21,143,20449,1999,5,NA,133.5024,379.765516964873,4943.21497596083,"1999",0.161499009244453,75
"76","5/24/1999","052499CM20",45.48674011,-124.4494247,256.032,0,1999-05-24,21,144,20736,1999,5,NA,256.032,386.734695306199,5038.04508502216,"1999",1.1999206046355,76
"77","5/24/1999","052499CM30N",45.45949173,-124.6811218,512.064,0,1999-05-24,21,144,20736,1999,5,NA,512.064,368.565458439046,5035.37071251,"1999",3.36975677410933,77
"78","5/25/1999","052599NR30",45.63980103,-124.6971893,457.2,0.304468488,1999-05-25,21,145,21025,1999,5,NA,457.2,367.732973432039,5055.42897398512,"1999",2.90479188065065,78
"79","5/25/1999","052599HP30",45.81688309,-124.6931381,259.6896,0.32666008,1999-05-25,21,145,21025,1999,5,NA,259.6896,368.465105293433,5075.09617884042,"1999",1.23091826419941,79
"80","5/25/1999","052599HP40",45.8566246,-124.928772,914.4,0.299404753,1999-05-25,21,145,21025,1999,5,NA,914.4,350.266246539715,5079.92658868802,"1999",6.77949932613963,80
"81","5/25/1999","052599CR40",46.14875793,-124.9086227,914.4,0.333116064,1999-05-25,21,145,21025,1999,5,NA,914.4,352.608536910424,5112.3464102765,"1999",6.77949932613963,81
"82","5/25/1999","052599CR20",46.14362335,-124.4586792,135.3312,24.34016444,1999-05-25,21,145,21025,1999,5,NA,135.3312,387.344157906892,5111.03939770882,"1999",0.176997839026409,82
"83","6/16/1999","061699LP06",47.88114929,-124.7934494,58.5216,9.348922658,1999-06-16,24,167,27889,1999,6,NA,58.5216,365.911921054464,5304.64747848594,"1999",-0.47395301181574,83
"84","6/16/1999","061699LP04",47.88196564,-124.7453842,45.72,8.995143869,1999-06-16,24,167,27889,1999,6,NA,45.72,369.507476874032,5304.65586364199,"1999",-0.582444820289431,84
"85","6/16/1999","061699LP09",47.89408112,-124.8815689,85.9536,6.524842703,1999-06-16,24,167,27889,1999,6,NA,85.9536,359.358880653469,5306.24146661707,"1999",-0.241470565086401,85
"86","6/16/1999","061699LP12",47.89509201,-124.9604034,109.728,0.781781815,1999-06-16,24,167,27889,1999,6,NA,109.728,353.469337734639,5306.50043860491,"1999",-0.0399857779209737,86
"87","6/16/1999","061699LP17",47.88780212,-125.0813446,137.16,0,1999-06-16,24,167,27889,1999,6,NA,137.16,344.408110903203,5305.92690873593,"1999",0.192496668808365,87
"88","6/16/1999","061699LP22",47.90696716,-125.1935272,190.1952,0,1999-06-16,24,167,27889,1999,6,NA,190.1952,336.082775997553,5308.28901016851,"1999",0.641962732485087,88
"89","6/16/1999","061699LP27",47.88840866,-125.3100586,497.4336,0.303311438,1999-06-16,24,167,27889,1999,6,NA,497.4336,327.313384360843,5306.48059406103,"1999",3.24576613585368,89
"90","6/17/1999","061799LP09",47.87490082,-124.8813171,87.7824,6.08158315,1999-06-17,24,168,28224,1999,6,NA,87.7824,359.325761889618,5304.10935462313,"1999",-0.225971735304445,90
"91","6/17/1999","061799LP12",47.91534042,-124.9611893,107.8992,14.20114354,1999-06-17,24,168,28224,1999,6,NA,107.8992,353.467777811428,5308.75228786885,"1999",-0.0554846077029297,91
"92","6/17/1999","061799GH26",47.02323914,-124.812439,153.6192,1.431524325,1999-06-17,24,168,28224,1999,6,NA,153.6192,362.26962928201,5209.34064843268,"1999",0.331986136845969,92
"93","6/17/1999","061799GH36",47.01857758,-125.0378876,731.52,0,1999-06-17,24,168,28224,1999,6,NA,731.52,345.124389898735,5209.24395835767,"1999",5.22961634794404,93
"94","6/17/1999","061799GH31",46.99655151,-124.9220047,175.5648,0.34137495,1999-06-17,24,168,28224,1999,6,NA,175.5648,353.870957762455,5206.57364517523,"1999",0.51797209422944,94
"95","6/18/1999","061899GH21",47.01192474,-124.6955109,115.2144,0.769028195,1999-06-18,24,169,28561,1999,6,NA,115.2144,371.127784746867,5207.88428477905,"1999",0.00651071142489409,95
"96","6/18/1999","061899GH16",46.98917389,-124.5496674,78.6384,1.130533762,1999-06-18,24,169,28561,1999,6,NA,78.6384,382.162825457681,5205.12643285075,"1999",-0.303465884214224,96
"97","6/18/1999","061899GH10",46.99214935,-124.4220581,58.5216,0.356784258,1999-06-18,24,169,28561,1999,6,NA,58.5216,391.872135267469,5205.27303213602,"1999",-0.47395301181574,97
"98","6/18/1999","061899GH06",46.98901367,-124.3217773,38.4048,0.369659323,1999-06-18,24,169,28561,1999,6,NA,38.4048,399.491129257404,5204.79104777898,"1999",-0.644440139417255,98
"99","6/18/1999","061899WB05",46.65878296,-124.172142,23.7744,0,1999-06-18,24,169,28561,1999,6,NA,23.7744,410.32185175867,5167.91421639232,"1999",-0.768430777672902,99
"100","6/18/1999","061899WB09",46.67200851,-124.2825775,60.3504,0.69598058,1999-06-18,24,169,28561,1999,6,NA,60.3504,401.896669652869,5169.51546889464,"1999",-0.458454182033784,100
"101","6/19/1999","061999CR10",46.18265915,-124.2212677,74.9808,0.613244746,1999-06-19,24,170,28900,1999,6,NA,74.9808,405.746358669828,5115.06736456533,"1999",-0.334463543778136,101
"102","6/19/1999","061999CR07",46.16628265,-124.1425171,47.5488,0,1999-06-19,24,170,28900,1999,6,NA,47.5488,411.797871299806,5113.15730780539,"1999",-0.566945990507475,102
"103","6/19/1999","061999CR04",46.17525482,-124.0749741,27.432,0,1999-06-19,24,170,28900,1999,6,NA,27.432,417.025649258852,5114.0814046576,"1999",-0.73743311810899,103
"104","6/19/1999","061999CR15",46.14149094,-124.3424377,113.3856,0,1999-06-19,24,170,28900,1999,6,NA,113.3856,396.317582516313,5110.6441982603,"1999",-0.00898811835706185,104
"105","6/19/1999","061999CR20",46.17041016,-124.4462433,131.6736,0,1999-06-19,24,170,28900,1999,6,NA,131.6736,388.358787134704,5113.99808111388,"1999",0.146000179462497,105
"106","6/19/1999","061999CR25",46.14009094,-124.5447006,149.9616,0,1999-06-19,24,170,28900,1999,6,NA,149.9616,380.693033222939,5110.77250317675,"1999",0.300988477282057,106
"107","6/19/1999","061999CR30",46.13568878,-124.687088,457.2,0.604468869,1999-06-19,24,170,28900,1999,6,NA,457.2,369.685286652872,5110.50708192897,"1999",2.90479188065065,107
"108","6/20/1999","062099CR04",46.18603516,-124.0820236,23.7744,0,1999-06-20,25,171,29241,1999,6,NA,23.7744,416.497843007445,5115.28659422826,"1999",-0.768430777672902,108
"109","6/20/1999","062099CR07",46.1598587,-124.1528168,56.6928,0,1999-06-20,25,171,29241,1999,6,NA,56.6928,410.992380066798,5112.45503857938,"1999",-0.489451841597696,109
"110","6/20/1999","062099CR15",46.14043427,-124.3301392,113.3856,0,1999-06-20,25,171,29241,1999,6,NA,113.3856,397.265477990909,5110.51081669528,"1999",-0.00898811835706185,110
"111","6/21/1999","062199CM05",45.45697784,-124.1006851,85.9536,0.295515889,1999-06-21,25,172,29584,1999,6,NA,85.9536,413.941604948719,5034.3060706743,"1999",-0.241470565086401,111
"112","6/21/1999","062199CM01",45.45521545,-124.0092926,36.576,0.40656939,1999-06-21,25,172,29584,1999,6,NA,36.576,421.084768480635,5034.01649064371,"1999",-0.659938969199211,112
"113","6/21/1999","062199CM03",45.47140503,-124.0390778,58.5216,0,1999-06-21,25,172,29584,1999,6,NA,58.5216,418.779160203647,5035.84476247663,"1999",-0.47395301181574,113
"114","6/21/1999","062199CM10",45.47501755,-124.2026825,135.3312,0,1999-06-21,25,172,29584,1999,6,NA,135.3312,405.996823404458,5036.42447545833,"1999",0.176997839026409,114
"115","6/21/1999","062199CM15",45.50585175,-124.3231812,175.5648,0,1999-06-21,25,172,29584,1999,6,NA,175.5648,396.634943439021,5039.99807778697,"1999",0.51797209422944,115
"116","6/21/1999","062199CM20",45.49660873,-124.4541931,263.3472,0,1999-06-21,25,172,29584,1999,6,NA,263.3472,386.381918475167,5039.14818721306,"1999",1.26191592376332,116
"117","6/22/1999","062299CM01",45.47047424,-124.0116272,34.7472,0,1999-06-22,25,173,29929,1999,6,NA,34.7472,420.923566219382,5035.71397750008,"1999",-0.675437798981167,117
"118","6/22/1999","062299CM03",45.44294739,-124.031189,45.72,0,1999-06-22,25,173,29929,1999,6,NA,45.72,419.355238713652,5032.67528969552,"1999",-0.582444820289431,118
"119","6/22/1999","062299CH01",45.02365112,-124.0385742,32.9184,0.302469411,1999-06-22,25,173,29929,1999,6,NA,32.9184,418.178145700928,4986.10236230581,"1999",-0.690936628763123,119
"120","6/22/1999","062299CH05",45.02429199,-124.1385193,91.44,0,1999-06-22,25,173,29929,1999,6,NA,91.44,410.305184193317,4986.27939144359,"1999",-0.194974075740533,120
"121","6/22/1999","062299CH10",45.01817322,-124.2324219,148.1328,0,1999-06-22,25,173,29929,1999,6,NA,148.1328,402.897005946647,4985.70796493955,"1999",0.285489647500101,121
"122","6/22/1999","062299CH02",45.01786804,-124.0738831,53.0352,0,1999-06-22,25,173,29929,1999,6,NA,53.0352,415.38789074084,4985.49621278551,"1999",-0.520449501161607,122
"123","6/23/1999","062399NH10",44.64335632,-124.2794037,78.6384,0,1999-06-23,25,174,30276,1999,6,NA,78.6384,398.539709766009,4944.12912231833,"1999",-0.303465884214224,123
"124","6/23/1999","062399NH05",44.64520264,-124.1761093,58.5216,0,1999-06-23,25,174,30276,1999,6,NA,58.5216,406.734220045192,4944.21084910871,"1999",-0.47395301181574,124
"125","6/23/1999","062399NH15",44.63115692,-124.3973389,87.7824,0,1999-06-23,25,174,30276,1999,6,NA,87.7824,389.163868541021,4942.92754781061,"1999",-0.225971735304445,125
"126","6/23/1999","062399NH20",44.65019226,-124.5172729,137.16,0,1999-06-23,25,174,30276,1999,6,NA,137.16,379.690094548021,4945.21203625794,"1999",0.192496668808365,126
"127","6/24/1999","062499CF07",45.71215057,-124.1067581,84.1248,0,1999-06-24,25,175,30625,1999,6,NA,84.1248,413.857979205804,5062.66186056166,"1999",-0.256969394868357,127
"128","6/24/1999","062499CF01",45.70901489,-123.9726563,27.432,0,1999-06-24,25,175,30625,1999,6,NA,27.432,424.291231533006,5062.17788727253,"1999",-0.73743311810899,128
"129","6/24/1999","062499CF03",45.7026062,-124.0266418,58.5216,0,1999-06-24,25,175,30625,1999,6,NA,58.5216,420.080032993618,5061.51836113931,"1999",-0.47395301181574,129
"130","6/24/1999","062499CF10",45.71071625,-124.1796494,113.3856,0,1999-06-24,25,175,30625,1999,6,NA,113.3856,408.182318505482,5062.58354900842,"1999",-0.00898811835706185,130
"131","6/24/1999","062499CF15",45.70814133,-124.2944794,146.304,0,1999-06-24,25,175,30625,1999,6,NA,146.304,399.239964216311,5062.43563031559,"1999",0.269990817718145,131
"132","5/22/2000","052200GH06D",46.99295807,-124.3168411,38.4048,0.318074329,2000-05-22,21,143,20449,2000,5,NA,38.4048,399.87384470309,5205.22304508457,"2000",-0.644440139417255,132
"133","5/22/2000","052200GH10D",47.00026703,-124.4124146,58.5216,0.320405641,2000-05-22,21,143,20449,2000,5,NA,58.5216,392.621645531346,5206.16183546456,"2000",-0.47395301181574,133
"134","5/22/2000","052200GH16D",47.00551605,-124.5537186,78.6384,10.5312928,2000-05-22,21,143,20449,2000,5,NA,78.6384,381.890799212176,5206.94853314685,"2000",-0.303465884214224,134
"135","5/22/2000","052200GH21D",47.00205994,-124.696579,118.872,4.076030172,2000-05-22,21,143,20449,2000,5,NA,118.872,371.022853165086,5206.78983543212,"2000",0.037508370988806,135
"136","5/22/2000","052200GH26D",46.99829102,-124.8114624,149.9616,1.00822014,2000-05-22,21,143,20449,2000,5,NA,149.9616,362.279705890756,5206.56662697546,"2000",0.300988477282057,136
"137","5/23/2000","052300CM01D",45.46466827,-124.0128937,36.576,0,2000-05-23,21,144,20736,2000,5,NA,36.576,420.816437704937,5035.07020328773,"2000",-0.659938969199211,137
"138","5/23/2000","052300CM03D",45.4770813,-124.039444,58.5216,0,2000-05-23,21,144,20736,2000,5,NA,58.5216,418.758692924339,5036.47574533668,"2000",-0.47395301181574,138
"139","5/23/2000","052300CM05D",45.477108,-124.0983734,87.7824,0,2000-05-23,21,144,20736,2000,5,NA,87.7824,414.152912623414,5036.53998147971,"2000",-0.225971735304445,139
"140","5/23/2000","052300CM10D",45.48165894,-124.205246,131.6736,0,2000-05-23,21,144,20736,2000,5,NA,131.6736,405.807525147556,5037.16531145443,"2000",0.146000179462497,140
"141","5/23/2000","052300CM15D",45.47809219,-124.3243408,177.3936,0,2000-05-23,21,144,20736,2000,5,NA,177.3936,396.493512179811,5036.91558184297,"2000",0.533470924011396,141
"142","5/23/2000","052300CM20D",45.47254181,-124.451004,261.5184,0,2000-05-23,21,144,20736,2000,5,NA,261.5184,386.582793106175,5036.46993652914,"2000",1.24641709398137,142
"143","5/23/2000","052300CM25D",45.47155762,-124.5615997,493.776,0,2000-05-23,21,144,20736,2000,5,NA,493.776,377.936026003395,5036.52265653816,"2000",3.21476847628977,143
"144","5/24/2000","052400CR04D",46.1714859,-124.0834579,31.0896,0,2000-05-24,21,145,21025,2000,5,NA,31.0896,416.365097116416,5113.67154188517,"2000",-0.706435458545078,144
"145","5/24/2000","052400CR07D",46.16344452,-124.1628494,51.2064,3.117620973,2000-05-24,21,145,21025,2000,5,NA,51.2064,410.22361231891,5112.86474764676,"2000",-0.535948330943563,145
"146","5/24/2000","052400CR10D",46.16240692,-124.2165527,80.4672,0,2000-05-24,21,145,21025,2000,5,NA,80.4672,406.075771642093,5112.81156811499,"2000",-0.287967054432268,146
"147","5/24/2000","052400CR15D",46.17711639,-124.3364716,115.2144,0,2000-05-24,21,145,21025,2000,5,NA,115.2144,396.844974974779,5114.59473010627,"2000",0.00651071142489409,147
"148","5/24/2000","052400CR20D",46.15584183,-124.4471741,135.3312,6.785675296,2000-05-24,21,145,21025,2000,5,NA,135.3312,388.25743892798,5112.38072265543,"2000",0.176997839026409,148
